seqid	type	start	end	strand	id	name	product	ec_number	kegg	dbxref
NA	CDS	33	392	+	MGYG000000198_05673	NA	hypothetical protein	NA	-	NA
NA	CDS	5955	6776	+	MGYG000002186_00450	ywtE	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE	NA	-	NA
NA	CDS	22907	23491	+	MGYG000002319_00286	rnmV	Ribonuclease M5	NA	ko:K05985	NA
NA	CDS	17904	18098	+	MGYG000001132_01318	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	6884	7645	+	MGYG000003363_00467	korB_2	2-oxoglutarate oxidoreductase subunit KorB	NA	ko:K00175	NA
NA	CDS	6633	7049	+	MGYG000004533_01421	NA	hypothetical protein	NA	-	NA
NA	CDS	3411	4835	-	MGYG000001878_01997	araA_2	L-arabinose isomerase	NA	ko:K01804	NA
NA	CDS	15104	15433	-	MGYG000000815_01402	NA	hypothetical protein	NA	-	NA
NA	CDS	13463	13816	+	MGYG000000238_02590	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	499447	500082	-	MGYG000001535_02486	NA	hypothetical protein	NA	-	NA
NA	CDS	26208	26636	-	MGYG000000631_01057	rplP	50S ribosomal protein L16	NA	ko:K02982	NA
NA	CDS	66118	67521	-	MGYG000003486_00717	NA	hypothetical protein	NA	-	NA
NA	CDS	1837	2388	-	MGYG000003904_01700	ycaC	putative hydrolase YcaC	NA	-	NA
NA	CDS	5016	8708	+	MGYG000001972_01546	narG	Respiratory nitrate reductase 1 alpha chain	NA	ko:K00370	NA
NA	CDS	2934970	2936085	+	MGYG000002413_02521	NA	hypothetical protein	NA	ko:K15521	NA
NA	CDS	42939	44189	-	MGYG000003939_00209	NA	hypothetical protein	NA	-	NA
NA	CDS	374983	376590	-	MGYG000000091_04036	NA	hypothetical protein	NA	-	NA
NA	CDS	2071	3528	-	MGYG000000309_01605	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	NA	ko:K00111	NA
NA	ncRNA	1600183	1600294	-	MGYG000002494_50_ncRNA102	NA	Ribosomal S15 leader	NA	character(0)	NA
NA	CDS	22307	22774	-	MGYG000003276_01735	NA	hypothetical protein	NA	-	NA
NA	CDS	50	811	+	MGYG000004336_01575	atpD_2	ATP synthase subunit beta	NA	ko:K02112	NA
NA	CDS	22085	23536	+	MGYG000002968_00373	xseA	Exodeoxyribonuclease 7 large subunit	NA	ko:K03601	NA
NA	CDS	15696	16559	-	MGYG000002314_02443	efeM	putative iron uptake system component EfeM	NA	ko:K07224	NA
NA	CDS	293	1144	+	MGYG000001909_00561	ftsQ	Cell division protein FtsQ	NA	ko:K03589	NA
NA	CDS	2574	3044	-	MGYG000000991_01862	mgsA_1	Methylglyoxal synthase	NA	ko:K01734	NA
NA	CDS	15019	16104	-	MGYG000002860_01048	NA	hypothetical protein	NA	-	NA
NA	CDS	30	335	+	MGYG000003471_00049	hpdB	4-hydroxyphenylacetate decarboxylase large subunit	NA	ko:K00656	NA
NA	CDS	52680	53678	+	MGYG000002672_01202	NA	hypothetical protein	NA	ko:K11931	NA
NA	CDS	2402	2788	-	MGYG000000076_03930	NA	hypothetical protein	NA	-	NA
NA	CDS	8888	9517	+	MGYG000004124_01520	NA	hypothetical protein	NA	-	NA
NA	CDS	1114	2013	-	MGYG000004251_01381	esiB_9	Secretory immunoglobulin A-binding protein EsiB	NA	ko:K07126	NA
NA	CDS	130703	132694	-	MGYG000000330_01082	NA	hypothetical protein	NA	ko:K03316	NA
NA	CDS	29119	29700	+	MGYG000003720_00603	ruvA	Holliday junction ATP-dependent DNA helicase RuvA	NA	ko:K03550	NA
NA	CDS	121157	121900	-	MGYG000000083_04779	NA	putative oxidoreductase	NA	-	NA
NA	CDS	3237	3566	-	MGYG000001684_01584	manY_2	PTS system mannose-specific EIIC component	NA	-	NA
NA	CDS	63626	64048	+	MGYG000000850_01440	NA	hypothetical protein	NA	-	NA
NA	CDS	143692	144243	-	MGYG000003184_00659	NA	hypothetical protein	NA	ko:K02221	NA
NA	CDS	84647	84802	-	MGYG000004420_01207	NA	hypothetical protein	NA	-	NA
NA	CDS	4592	4906	+	MGYG000002702_00879	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	21820	22185	+	MGYG000004365_00167	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	4382	5842	-	MGYG000002946_02523	NA	hypothetical protein	NA	-	NA
NA	CDS	1388	1972	-	MGYG000000552_01123	mipA	MltA-interacting protein	NA	ko:K07274	NA
NA	CDS	157122	157619	+	MGYG000003991_00147	NA	hypothetical protein	NA	-	NA
NA	CDS	38777	39577	+	MGYG000003938_00525	idnO	5-keto-D-gluconate 5-reductase	NA	ko:K00046	NA
NA	CDS	45829	47184	+	MGYG000001294_00296	glmU	Bifunctional protein GlmU	NA	ko:K04042	NA
NA	CDS	198	749	+	MGYG000002658_01537	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	94121	95455	+	MGYG000000221_02240	gdhA	NAD(P)-specific glutamate dehydrogenase	NA	ko:K00262	NA
NA	CDS	1840	2184	-	MGYG000000971_02868	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	5034	8309	+	MGYG000003687_00487	srfAC_1	Surfactin synthase subunit 3	NA	ko:K15662	NA
NA	CDS	14527	16521	+	MGYG000001608_01039	NA	hypothetical protein	NA	-	NA
NA	CDS	715230	717419	-	MGYG000001492_02164	nrdD	Anaerobic ribonucleoside-triphosphate reductase	NA	ko:K21636	NA
NA	CDS	9211	9996	+	MGYG000003684_01394	NA	hypothetical protein	NA	-	NA
NA	CDS	1932	3764	+	MGYG000002195_04226	NA	hypothetical protein	NA	-	NA
NA	CDS	7972	8937	-	MGYG000000966_02266	NA	putative protein	NA	-	NA
NA	CDS	3078	3611	+	MGYG000001261_01553	NA	hypothetical protein	NA	-	NA
NA	CDS	887	1132	-	MGYG000003319_00797	NA	hypothetical protein	NA	-	NA
NA	CDS	299406	300761	-	MGYG000000146_01228	NA	hypothetical protein	NA	-	NA
NA	CDS	9210	9632	+	MGYG000000492_01067	hprK	HPr kinase/phosphorylase	NA	-	NA
NA	CDS	44139	44405	+	MGYG000000037_00537	NA	hypothetical protein	NA	-	NA
NA	CDS	8058	8912	+	MGYG000002890_00468	catE	Catechol-2,3-dioxygenase	NA	ko:K07104	NA
NA	CDS	52129	52578	+	MGYG000000451_00742	yqeY	putative protein YqeY	NA	ko:K09117	NA
NA	CDS	4573	5517	-	MGYG000000088_01862	NA	hypothetical protein	NA	-	NA
NA	CDS	35667	36503	+	MGYG000000460_00972	NA	hypothetical protein	NA	-	NA
NA	CDS	37840	39477	+	MGYG000003648_00288	NA	hypothetical protein	NA	-	NA
NA	CDS	83325	83720	+	MGYG000000049_02061	NA	hypothetical protein	NA	-	NA
NA	CDS	17393	18484	-	MGYG000002592_00677	carA	Carbamoyl-phosphate synthase small chain	NA	ko:K01956	NA
NA	CDS	9133	10374	-	MGYG000004758_01163	pbuG	Guanine/hypoxanthine permease PbuG	NA	ko:K06901	NA
NA	CDS	35926	37896	-	MGYG000001707_02636	topB	DNA topoisomerase 3	NA	ko:K03169	NA
NA	CDS	188370	191030	-	MGYG000003387_01904	pepN	Aminopeptidase N	NA	ko:K01256	NA
NA	CDS	118599	119033	+	MGYG000003692_00121	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	302447	303265	+	MGYG000002470_03696	NA	hypothetical protein	NA	ko:K07164	NA
NA	CDS	41	976	+	MGYG000003604_00475	miaA	tRNA dimethylallyltransferase	NA	ko:K00791	NA
NA	CDS	7355	8419	-	MGYG000003011_00427	NA	hypothetical protein	NA	-	NA
NA	CDS	928831	929214	+	MGYG000001386_00940	yabJ	2-iminobutanoate/2-iminopropanoate deaminase	NA	ko:K09022	NA
NA	CDS	267233	267709	+	MGYG000001439_00273	mutX	8-oxo-dGTP diphosphatase	NA	ko:K03574	NA
NA	CDS	31373	32452	-	MGYG000002297_02222	NA	hypothetical protein	NA	-	NA
NA	CDS	48691	50085	-	MGYG000002709_00046	NA	hypothetical protein	NA	-	NA
NA	CDS	4674	5477	+	MGYG000003885_01001	glcR_1	HTH-type transcriptional repressor GlcR	NA	-	NA
NA	CDS	19983	21311	-	MGYG000000583_02243	NA	hypothetical protein	NA	-	NA
NA	CDS	123306	125342	-	MGYG000001377_00828	dsbD	Thiol:disulfide interchange protein DsbD	NA	ko:K04084	NA
NA	CDS	36451	36855	+	MGYG000001633_00186	rplV	50S ribosomal protein L22	NA	ko:K02890	NA
NA	CDS	3201	3815	-	MGYG000001950_01431	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	27465	28412	+	MGYG000003921_01417	NA	hypothetical protein	NA	ko:K05832	NA
NA	CDS	49543	50220	-	MGYG000004150_01460	NA	hypothetical protein	NA	-	NA
NA	CDS	78663	79070	-	MGYG000001453_02216	NA	hypothetical protein	NA	-	NA
NA	CDS	118449	118712	-	MGYG000002374_01040	flhB_2	Flagellar biosynthetic protein FlhB	NA	ko:K04061	NA
NA	CDS	317190	320120	-	MGYG000000128_01058	NA	hypothetical protein	NA	-	NA
NA	CDS	19761	20702	+	MGYG000002691_00181	csbB	Putative glycosyltransferase CsbB	NA	ko:K20534	NA
NA	CDS	35273	35905	-	MGYG000004887_01362	yxlF	putative ABC transporter ATP-binding protein YxlF	NA	ko:K01990	NA
NA	CDS	35523	37199	+	MGYG000000832_01005	oppA	Oligopeptide-binding protein OppA	NA	ko:K15580	NA
NA	CDS	141170	141496	-	MGYG000003383_00361	xseB	Exodeoxyribonuclease 7 small subunit	NA	ko:K03602	NA
NA	CDS	32166	33017	-	MGYG000004828_01100	truA_1	tRNA pseudouridine synthase A	NA	-	NA
NA	CDS	67410	67517	+	MGYG000004512_00682	NA	hypothetical protein	NA	ko:K00012	NA
NA	CDS	348545	348889	+	MGYG000001305_01975	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	19017	22466	+	MGYG000004151_01634	mfd	Transcription-repair-coupling factor	NA	ko:K03723	NA
NA	CDS	2236	2589	-	MGYG000002006_01799	NA	hypothetical protein	NA	-	NA
NA	CDS	80	409	+	MGYG000002829_04655	nadE_1	Glutamine-dependent NAD(+) synthetase	NA	ko:K01950	NA
NA	CDS	16997	17449	+	MGYG000004454_01146	NA	hypothetical protein	NA	-	NA
NA	CDS	10609	11052	+	MGYG000004133_00813	NA	hypothetical protein	NA	-	NA
NA	CDS	33261	34070	-	MGYG000004223_00269	yycJ	Putative metallo-hydrolase YycJ	NA	-	NA
NA	CDS	10350	10859	+	MGYG000000069_02666	NA	hypothetical protein	NA	-	NA
NA	CDS	214522	216267	-	MGYG000004734_00503	hndD	NADP-reducing hydrogenase subunit HndD	NA	c(""""ko:K00336"""", """"ko:K18332"""")	NA
NA	CDS	36215	36925	-	MGYG000003424_00152	NA	hypothetical protein	NA	ko:K07322	NA
NA	CDS	205	546	+	MGYG000003806_02078	NA	hypothetical protein	NA	-	NA
NA	CDS	832066	834204	+	MGYG000000116_00812	pbpB	Penicillin-binding protein 2B	NA	ko:K08724	NA
NA	CDS	15	809	+	MGYG000000605_01607	NA	hypothetical protein	NA	-	NA
NA	CDS	49705	50637	+	MGYG000001467_02247	dxs_5	1-deoxy-D-xylulose-5-phosphate synthase	NA	ko:K00615	NA
NA	CDS	18093	19889	+	MGYG000004360_00846	NA	hypothetical protein	NA	-	NA
NA	CDS	44531	45748	+	MGYG000002529_03190	ylmB	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase	NA	ko:K05831	NA
NA	CDS	164810	166399	-	MGYG000002986_00421	malP_1	PTS system maltose-specific EIICB component	NA	c(""""ko:K20117"""", """"ko:K20118"""")	NA
NA	CDS	4192	4815	-	MGYG000000413_00462	NA	hypothetical protein	NA	-	NA
NA	CDS	750374	751978	-	MGYG000001446_00679	nanT	Sialic acid transporter NanT	NA	c(""""ko:K03290"""", """"ko:K08178"""")	NA
NA	CDS	80315	81037	-	MGYG000002314_03475	menG	Demethylmenaquinone methyltransferase	NA	ko:K03183	NA
NA	CDS	12866	13882	-	MGYG000002648_00928	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	45181	45744	+	MGYG000001332_01572	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	227557	228372	+	MGYG000003902_00215	ndhI	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic	NA	-	NA
NA	CDS	3570117	3572714	-	MGYG000002535_03460	acnB	Aconitate hydratase B	NA	ko:K01682	NA
NA	CDS	28839	30791	+	MGYG000001393_03516	mdtO	Multidrug resistance protein MdtO	NA	ko:K15547	NA
NA	CDS	47298	50009	+	MGYG000003964_00857	adhE	Aldehyde-alcohol dehydrogenase	NA	ko:K04072	NA
NA	CDS	6381	7355	+	MGYG000002005_00338	NA	hypothetical protein	NA	-	NA
NA	CDS	50335	51225	+	MGYG000000095_02910	NA	hypothetical protein	NA	-	NA
NA	CDS	1565245	1566885	+	MGYG000001358_01615	NA	hypothetical protein	NA	ko:K03406	NA
NA	CDS	10426	10731	-	MGYG000003117_01221	rplU	50S ribosomal protein L21	NA	ko:K02888	NA
NA	CDS	296	1138	-	MGYG000003541_01027	rce1	CAAX prenyl protease 2	NA	ko:K07052	NA
NA	CDS	4455	4796	+	MGYG000000818_00421	rplS	50S ribosomal protein L19	NA	ko:K02884	NA
NA	CDS	19637	20212	+	MGYG000001742_00388	ssuB	Aliphatic sulfonates import ATP-binding protein SsuB	NA	ko:K02049	NA
NA	CDS	5164	5994	-	MGYG000003699_02126	NA	hypothetical protein	NA	-	NA
NA	CDS	550738	551754	+	MGYG000001405_00555	rbsC_2	Ribose import permease protein RbsC	NA	ko:K10440	NA
NA	CDS	6406	6543	+	MGYG000004663_00313	NA	hypothetical protein	NA	-	NA
NA	CDS	68139	68435	+	MGYG000002500_00071	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	10850	10987	+	MGYG000000922_00615	rpmH	50S ribosomal protein L34	NA	ko:K02914	NA
NA	CDS	695	1525	-	MGYG000000278_04371	NA	hypothetical protein	NA	-	NA
NA	CDS	70393	71814	+	MGYG000003550_00518	sasA_1	Adaptive-response sensory-kinase SasA	NA	-	NA
NA	CDS	97590	98789	-	MGYG000001275_00613	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	37636	38838	-	MGYG000001024_00416	tuf	Elongation factor Tu	NA	ko:K02358	NA
NA	CDS	1179	1583	-	MGYG000002261_00296	NA	hypothetical protein	NA	ko:K07090	NA
NA	CDS	1485	2363	-	MGYG000002760_01325	NA	hypothetical protein	NA	-	NA
NA	CDS	23051	23533	-	MGYG000002400_00830	purE	N5-carboxyaminoimidazole ribonucleotide mutase	NA	ko:K01588	NA
NA	CDS	347154	348254	-	MGYG000000118_00840	NA	hypothetical protein	NA	ko:K07502	NA
NA	CDS	64690	65397	-	MGYG000002228_00672	ypdB	Transcriptional regulatory protein YpdB	NA	-	NA
NA	CDS	6167	7075	+	MGYG000001134_00579	NA	hypothetical protein	NA	-	NA
NA	CDS	55116	56549	+	MGYG000000901_00157	NA	hypothetical protein	NA	-	NA
NA	CDS	2592	4448	-	MGYG000003181_01176	NA	hypothetical protein	NA	c(""""ko:K02749"""", """"ko:K02750"""", """"ko:K02790"""", """"ko:K02791"""")	NA
NA	CDS	5388	6212	+	MGYG000000858_01877	pdxK	Pyridoxine/pyridoxal/pyridoxamine kinase	NA	-	NA
NA	CDS	15858	16085	-	MGYG000001913_01596	NA	hypothetical protein	NA	ko:K04758	NA
NA	CDS	65878	66474	+	MGYG000002476_00145	NA	Riboflavin biosynthesis protein	NA	ko:K01497	NA
NA	CDS	10510	11406	+	MGYG000001262_02052	ribN	Riboflavin transporter	NA	-	NA
NA	CDS	2534	2740	+	MGYG000001157_01667	rpmE	50S ribosomal protein L31	NA	ko:K02909	NA
NA	CDS	55128	56399	+	MGYG000004891_01662	argD_4	Acetylornithine/succinyldiaminopimelate aminotransferase	NA	c(""""ko:K00821"""", """"ko:K05830"""", """"ko:K09251"""")	NA
NA	CDS	11172	11651	+	MGYG000004488_01556	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	960	1382	-	MGYG000002138_02191	NA	hypothetical protein	NA	ko:K02614	NA
NA	CDS	69717	70526	+	MGYG000000028_01901	NA	hypothetical protein	NA	-	NA
NA	CDS	6293	6661	-	MGYG000002823_02152	NA	hypothetical protein	NA	-	NA
NA	CDS	784049	784477	-	MGYG000002407_03452	NA	hypothetical protein	NA	-	NA
NA	CDS	813	1178	-	MGYG000000709_00994	lrgA	Antiholin-like protein LrgA	NA	ko:K06518	NA
NA	CDS	20772	21893	+	MGYG000000235_01244	roxA_1	50S ribosomal protein L16 3-hydroxylase	NA	ko:K18850	NA
NA	CDS	912	1661	-	MGYG000001994_02470	NA	hypothetical protein	NA	-	NA
NA	CDS	301751	302683	+	MGYG000000002_00716	rbsB_1	Ribose import binding protein RbsB	NA	ko:K10439	NA
NA	CDS	2844	4337	-	MGYG000001953_01271	NA	hypothetical protein	NA	-	NA
NA	CDS	19024	20004	+	MGYG000003063_01671	NA	hypothetical protein	NA	c(""""ko:K06331"""", """"ko:K06337"""")	NA
NA	CDS	73068	74273	-	MGYG000002922_01383	envC	Murein hydrolase activator EnvC	NA	-	NA
NA	CDS	2012	3988	-	MGYG000001231_01536	NA	hypothetical protein	NA	-	NA
NA	CDS	96926	97114	+	MGYG000003694_00827	NA	hypothetical protein	NA	-	NA
NA	CDS	52824	53198	+	MGYG000000714_00376	mrnC	Mini-ribonuclease 3	NA	ko:K11145	NA
NA	CDS	686	835	-	MGYG000000510_01809	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	18180	19628	+	MGYG000003424_00805	dac	D-alanyl-D-alanine carboxypeptidase	NA	ko:K07259	NA
NA	CDS	44701	45978	+	MGYG000000716_00037	nrgA	Ammonium transporter	NA	ko:K03320	NA
NA	CDS	18923	20311	+	MGYG000000433_01056	gltD	Glutamate synthase [NADPH] small chain	NA	c(""""ko:K00123"""", """"ko:K00266"""")	NA
NA	CDS	222	1049	+	MGYG000004466_01779	NA	Putative phosphatase	NA	ko:K07407	NA
NA	CDS	265	1155	+	MGYG000002192_01679	NA	hypothetical protein	NA	-	NA
NA	CDS	24773	25888	-	MGYG000001586_00717	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	NA	ko:K02563	NA
NA	CDS	672177	672536	+	MGYG000000108_02060	NA	hypothetical protein	NA	-	NA
NA	CDS	8835	9074	+	MGYG000002864_00574	NA	hypothetical protein	NA	-	NA
NA	CDS	120905	121624	-	MGYG000002329_02738	NA	hypothetical protein	NA	-	NA
NA	CDS	146	409	-	MGYG000003825_01437	spoIIID	Stage III sporulation protein D	NA	ko:K06283	NA
NA	CDS	21566	23842	-	MGYG000001040_01975	priA	Primosomal protein N'	NA	ko:K04066	NA
NA	CDS	1606	2469	-	MGYG000000639_01834	dnaN	Beta sliding clamp	NA	ko:K02338	NA
NA	CDS	2323	2757	+	MGYG000004609_01774	NA	hypothetical protein	NA	-	NA
NA	CDS	8555	11494	+	MGYG000001045_03445	NA	hypothetical protein	NA	-	NA
NA	CDS	3615	4691	-	MGYG000001801_00795	ddlA	D-alanine--D-alanine ligase A	NA	ko:K01921	NA
NA	CDS	100524	101504	-	MGYG000000442_01042	pfkA_1	ATP-dependent 6-phosphofructokinase 1	NA	ko:K00850	NA
NA	CDS	18473	19264	-	MGYG000003364_01671	pyrK	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	NA	ko:K02823	NA
NA	CDS	47251	47511	-	MGYG000002907_02027	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	729658	731877	-	MGYG000002300_00567	NA	hypothetical protein	NA	-	NA
NA	CDS	785705	787003	+	MGYG000000108_02188	dadA_2	D-amino acid dehydrogenase	NA	ko:K00285	NA
NA	CDS	3088	4389	+	MGYG000001124_00228	ugtP	Processive diacylglycerol beta-glucosyltransferase	NA	ko:K03429	NA
NA	CDS	8345	11890	+	MGYG000002904_04298	recB	RecBCD enzyme subunit RecB	NA	ko:K03582	NA
NA	CDS	5233	6615	+	MGYG000000572_01431	NA	hypothetical protein	NA	c(""""ko:K02243"""", """"ko:K02652"""")	NA
NA	CDS	6733	7623	+	MGYG000003032_01588	gmuE	Putative fructokinase	NA	ko:K00847	NA
NA	CDS	935	2566	-	MGYG000004724_01263	NA	putative protein	NA	ko:K07030	NA
NA	CDS	2218	2685	-	MGYG000002820_00066	mrnC	Mini-ribonuclease 3	NA	ko:K11145	NA
NA	CDS	12512	13603	+	MGYG000002981_00397	NA	hypothetical protein	NA	-	NA
NA	CDS	213493	214008	-	MGYG000000095_03288	nusG	Transcription termination/antitermination protein NusG	NA	ko:K02601	NA
NA	CDS	35188	35388	-	MGYG000001334_01499	NA	hypothetical protein	NA	-	NA
NA	CDS	38913	39674	+	MGYG000002403_03173	NA	hypothetical protein	NA	-	NA
NA	CDS	16873	17478	-	MGYG000001483_00602	NA	hypothetical protein	NA	-	NA
NA	CDS	55960	57600	-	MGYG000004716_00385	recN	DNA repair protein RecN	NA	ko:K03631	NA
NA	CDS	18347	18874	-	MGYG000004088_01010	NA	hypothetical protein	NA	ko:K04068	NA
NA	CDS	228509	229843	+	MGYG000001699_03427	NA	hypothetical protein	NA	-	NA
NA	CDS	109243	110097	-	MGYG000002516_01977	rapZ	RNase adapter protein RapZ	NA	ko:K06958	NA
NA	CDS	119219	119536	-	MGYG000001994_00419	NA	hypothetical protein	NA	-	NA
NA	CDS	375053	375976	+	MGYG000002423_00401	dmlR_3	HTH-type transcriptional regulator DmlR	NA	-	NA
NA	CDS	12848	13480	-	MGYG000002919_01772	NA	hypothetical protein	NA	-	NA
NA	CDS	15803	16675	-	MGYG000004790_01133	mltD	Membrane-bound lytic murein transglycosylase D	NA	-	NA
NA	CDS	558	1244	-	MGYG000004002_00241	cseB	Transcriptional regulatory protein CseB	NA	-	NA
NA	CDS	207535	208206	+	MGYG000000097_00769	NA	hypothetical protein	NA	-	NA
NA	CDS	9432	10064	+	MGYG000004635_00288	dmsB_2	Anaerobic dimethyl sulfoxide reductase chain B	NA	ko:K07307	NA
NA	CDS	23289	25349	+	MGYG000000122_01090	copB	Copper-exporting P-type ATPase B	NA	ko:K01533	NA
NA	CDS	31096	31392	-	MGYG000002403_00940	NA	hypothetical protein	NA	-	NA
NA	CDS	298150	298491	-	MGYG000000280_00320	NA	hypothetical protein	NA	c(""""ko:K20342"""", """"ko:K20480"""")	NA
NA	CDS	34512	35855	+	MGYG000000945_01172	der	GTPase Der	NA	ko:K03977	NA
NA	CDS	3413	3682	-	MGYG000003915_00934	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	29	664	+	MGYG000001073_01026	NA	hypothetical protein	NA	-	NA
NA	CDS	12277	14598	-	MGYG000002209_01761	NA	hypothetical protein	NA	ko:K01992	NA
NA	CDS	18561	19010	-	MGYG000000833_00749	rplO	50S ribosomal protein L15	NA	ko:K02876	NA
NA	CDS	17514	17729	+	MGYG000001422_05549	NA	hypothetical protein	NA	-	NA
NA	CDS	35794	36072	-	MGYG000001007_00680	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	6316	7638	-	MGYG000002551_00888	NA	hypothetical protein	NA	ko:K07268	NA
NA	CDS	4844	5086	+	MGYG000004818_01378	NA	hypothetical protein	NA	ko:K09790	NA
NA	CDS	276286	276765	+	MGYG000002774_01119	smpB	SsrA-binding protein	NA	ko:K03664	NA
NA	CDS	235	2931	-	MGYG000000292_00776	valS	Valine--tRNA ligase	NA	ko:K01873	NA
NA	CDS	25268	25549	-	MGYG000003231_00266	higB-1	Toxin HigB-1	NA	ko:K07334	NA
NA	CDS	2055	2834	+	MGYG000000698_01279	ycfH	putative metal-dependent hydrolase YcfH	NA	ko:K03424	NA
NA	CDS	326559	327956	+	MGYG000000202_01609	cheB_6	Chemotaxis response regulator protein-glutamate methylesterase	NA	ko:K07720	NA
NA	CDS	21631	22614	+	MGYG000000643_00651	NA	hypothetical protein	NA	-	NA
NA	CDS	790029	791528	+	MGYG000002423_00774	NA	hypothetical protein	NA	ko:K09760	NA
NA	CDS	12237	12935	-	MGYG000002268_03331	bceA_3	Bacitracin export ATP-binding protein BceA	NA	ko:K02003	NA
NA	CDS	1122	1730	+	MGYG000004588_02428	NA	hypothetical protein	NA	-	NA
NA	CDS	2721791	2722123	+	MGYG000002528_02718	NA	hypothetical protein	NA	ko:K07496	NA
NA	CDS	21052	21504	-	MGYG000003255_00515	hslR	Heat shock protein 15	NA	ko:K04762	NA
NA	CDS	153216	154673	-	MGYG000002547_00146	ndhI	NAD(P)H-quinone oxidoreductase subunit I, chloroplastic	NA	-	NA
NA	CDS	172754	173380	+	MGYG000004382_00155	comEA	ComE operon protein 1	NA	ko:K02237	NA
NA	CDS	3402	4532	-	MGYG000002923_00749	yciC	Putative metal chaperone YciC	NA	-	NA
NA	CDS	25986	26729	-	MGYG000002874_00291	NA	hypothetical protein	NA	-	NA
NA	CDS	81995	82438	-	MGYG000000436_01370	flgC_1	Flagellar basal-body rod protein FlgC	NA	ko:K02388	NA
NA	CDS	7049	7720	-	MGYG000004250_02478	NA	hypothetical protein	NA	-	NA
NA	CDS	338625	341306	+	MGYG000002608_01159	NA	hypothetical protein	NA	-	NA
NA	CDS	2293256	2294206	-	MGYG000001501_03299	fmt	Methionyl-tRNA formyltransferase	NA	ko:K00604	NA
NA	CDS	24455	25159	-	MGYG000002837_00031	NA	hypothetical protein	NA	-	NA
NA	CDS	15359	15619	-	MGYG000003163_00619	NA	hypothetical protein	NA	-	NA
NA	CDS	135025	135831	-	MGYG000000238_01547	idnO	5-keto-D-gluconate 5-reductase	NA	ko:K00046	NA
NA	CDS	123	3047	+	MGYG000004208_02373	NA	hypothetical protein	NA	-	NA
NA	CDS	14399	16285	+	MGYG000002202_02008	dnaK	Chaperone protein DnaK	NA	ko:K04043	NA
NA	CDS	31679	32041	-	MGYG000003957_02028	NA	hypothetical protein	NA	-	NA
NA	CDS	5642	6418	-	MGYG000003033_01379	NA	hypothetical protein	NA	ko:K07043	NA
NA	CDS	19771	20031	-	MGYG000000536_00584	htpX	Protease HtpX	NA	ko:K03799	NA
NA	CDS	129766	130371	-	MGYG000002511_02576	recR	Recombination protein RecR	NA	ko:K06187	NA
NA	CDS	3161402	3161665	+	MGYG000001436_02813	NA	hypothetical protein	NA	-	NA
NA	CDS	21416	23314	-	MGYG000000620_00878	NA	hypothetical protein	NA	-	NA
NA	CDS	250243	251826	+	MGYG000004725_00086	murJ	Lipid II flippase MurJ	NA	ko:K06409	NA
NA	CDS	177883	179052	+	MGYG000002966_00563	NA	hypothetical protein	NA	-	NA
NA	CDS	44346	44789	+	MGYG000000067_02800	spoVG_2	Putative septation protein SpoVG	NA	-	NA
NA	CDS	41094	41924	-	MGYG000004481_00366	mscS	Small-conductance mechanosensitive channel	NA	ko:K03442	NA
NA	CDS	353696	356542	-	MGYG000001429_01444	lepA_1	Elongation factor 4	NA	ko:K02519	NA
NA	CDS	3807	5216	-	MGYG000002058_00974	NA	hypothetical protein	NA	ko:K07258	NA
NA	CDS	71285	72862	+	MGYG000000072_01704	mshA	D-inositol-3-phosphate glycosyltransferase	NA	-	NA
NA	CDS	39324	41027	+	MGYG000003843_01911	NA	hypothetical protein	NA	-	NA
NA	CDS	73720	73827	-	MGYG000003844_00345	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	52636	52785	+	MGYG000003360_03334	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	1124	1630	-	MGYG000004079_01669	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	NA	ko:K04068	NA
NA	CDS	4638	6161	-	MGYG000001871_01994	NA	hypothetical protein	NA	ko:K03088	NA
